author,date,push,title,url
gn01982027,10/12,5,[問卦] 2025年不是我當的有什麼委婉說法？,/bbs/Gossiping/M.1665566550.A.292.html
doro0202,10/12,1,Re: [新聞] 李遠哲曝蔡英文談2025非核家園 蔡說,/bbs/Gossiping/M.1665563983.A.DC5.html
zxcv91039,10/12,7,[問卦] 其實這個社會不用工作的人才是多數？,/bbs/Gossiping/M.1665564040.A.785.html
kinki999,10/12,5,Re: [新聞] 李遠哲曝蔡英文談2025非核家園 蔡說：202,/bbs/Gossiping/M.1665564084.A.252.html
trashpoking,10/12,6,Re: [新聞] 李遠哲曝蔡英文談2025非核家園 蔡說：202,/bbs/Gossiping/M.1665564124.A.6A7.html
backpacker18,10/12,22,[新聞] 韓國瑜批四個高雄年輕人三個外出找工作 ,/bbs/Gossiping/M.1665564155.A.BE6.html
seand8088503,10/12,5,Re: [問卦] 台灣的和牛484沒人管的詐騙,/bbs/Gossiping/M.1665564173.A.D37.html
BlueBird5566,10/12,26,Re: [新聞] 稱4個月兵沒戰力 邱國正：1年才能,/bbs/Gossiping/M.1665564354.A.CA7.html
judas666,10/12,1,[問卦] 過去3年我們是不是ㄧ直被某人呼攏？,/bbs/Gossiping/M.1665564411.A.24B.html
yuherngshi,10/12,7,Re: [問卦] 你各位小時候有聽過松阪豬嗎?,/bbs/Gossiping/M.1665564553.A.374.html
Barrel,10/12,14,[問卦] 你各位今年有誰收到民調電話的 ☺,/bbs/Gossiping/M.1665564596.A.39C.html
eddisontw,10/12,6,[新聞] 邊境解封倒數20旅行團搶先來台！ 蔡英文,/bbs/Gossiping/M.1665564672.A.73F.html
QQmickey,10/12,11,Re: [新聞] 李遠哲曝蔡英文談2025非核家園 蔡說：202,/bbs/Gossiping/M.1665564754.A.B9B.html
chopinmozart,10/12,7,[問卦] 普丁找澤倫司機去酒店 可以停戰嗎,/bbs/Gossiping/M.1665564867.A.0A9.html
ss1130,10/12,爆,[問卦] 回到兩年兵沒當滿的都要補役期你各位敢嗎,/bbs/Gossiping/M.1665565025.A.48E.html
iamsiusa1,10/12,14,Re: [問卦] 台灣的和牛484沒人管的詐騙,/bbs/Gossiping/M.1665565060.A.30E.html
aya16810,10/12,5,[問卦] 買完四輪不滿意，可以退回試車期嗎,/bbs/Gossiping/M.1665565074.A.72D.html
lycppt,10/12,2,[新聞] 新垣結衣解放爆「特殊性癖」知情人士,/bbs/Gossiping/M.1665565076.A.B7F.html
ruthertw,10/12,21,"[問卦] 罰站屋今晚開賣4090,會過去買的是哪種人?",/bbs/Gossiping/M.1665565183.A.83C.html
jc19941228,10/12,7,[問卦] 是不是該落實全民國防的八卦,/bbs/Gossiping/M.1665562309.A.082.html
osalucard,10/12,72,[新聞] 陳時中違規掛看板 張斯綱：把事做好？從,/bbs/Gossiping/M.1665562352.A.D52.html
wmud,10/12,4,Re: [新聞] 李遠哲曝蔡英文談2025非核家園 蔡說：202,/bbs/Gossiping/M.1665565208.A.126.html
kinki999,10/12,4,[問卦] 反骨整團是不是很低素質？,/bbs/Gossiping/M.1665562352.A.53B.html
wei115,10/12,8,[問卦] 外國阿兵哥也要接業務嗎？,/bbs/Gossiping/M.1665562617.A.F3F.html
werqq,10/12,1,Re: [問卦] IMF說台灣通膨遠低於全球？,/bbs/Gossiping/M.1665562879.A.970.html
teddy98,10/12,8,Re: [新聞] 稱4個月兵沒戰力 邱國正：1年才能,/bbs/Gossiping/M.1665563018.A.2E3.html
pizzafan,10/12,53,[問卦] 你各位小時候有聽過松阪豬嗎?,/bbs/Gossiping/M.1665563037.A.EC3.html
eddisontw,10/12,21,[問卦] 吃到飽的螃蟹品質為什麼跟漁港差那麼多?,/bbs/Gossiping/M.1665563168.A.EE0.html
HisVol,10/12,4,Re: [新聞] 誇張影像PO網！整排機車全逆駛　永康警：,/bbs/Gossiping/M.1665563248.A.D03.html
mjdrcb,10/12,99,[新聞] 李遠哲曝蔡英文談2025非核家園 蔡說：202,/bbs/Gossiping/M.1665563282.A.9D8.html
weshiao,10/12,6,"[問卦] 有沒有美國俚語""低能牌""的八卦?",/bbs/Gossiping/M.1665563397.A.193.html
MRFROG,10/12,40,[問卦] 野人獻曝的英文怎麼說,/bbs/Gossiping/M.1665561030.A.BAA.html
terumikami,10/12,6,[問卦] 這種類UPS的產品在停電實用嗎？,/bbs/Gossiping/M.1665561047.A.3FC.html
qwqwaas,10/12,爆,Re: [新聞] 快訊／KID火鍋分店「無限期停業」：準備,/bbs/Gossiping/M.1665561196.A.34F.html
Kay731,10/12,1,Re: [新聞] 又正又嗆辣!北市10美女議員參選人「下,/bbs/Gossiping/M.1665561198.A.A4F.html
plutox,10/12,15,Re: [新聞] KID開的火鍋店出事了！客點最貴A5和牛,/bbs/Gossiping/M.1665561357.A.579.html
CharleneTsai,10/12,5,Re: [新聞] 稱4個月兵沒戰力 邱國正：1年才能,/bbs/Gossiping/M.1665561418.A.656.html
dodoning,10/12,7,Re: [新聞] 鄭運鵬上會期立院零提案+四度缺席　張善,/bbs/Gossiping/M.1665561702.A.69E.html
HAIWEI,10/12,4,Re: [問卦] 中國有無人駕駛計程車了 台灣呢？,/bbs/Gossiping/M.1665561869.A.6E6.html
kawazakiz2,10/12,4,Re: [問卦] 台灣的和牛484沒人管的詐騙,/bbs/Gossiping/M.1665561906.A.CFB.html
ghostl40809,10/12,17,[新聞] 「想摸哪就摸！」　若被檢查耳朵達比修,/bbs/Gossiping/M.1665561961.A.0E2.html
ben28,10/12,17,[問卦] 烏俄戰爭會再打上半年以上嗎？,/bbs/Gossiping/M.1665561980.A.29A.html
takase,10/12,1,Re: [問卦] 台灣的和牛484沒人管的詐騙,/bbs/Gossiping/M.1665562040.A.DE9.html
cycutom,10/12,32,[問卦] 有蝦皮，露天、奇摩拍賣還能活多久啊？,/bbs/Gossiping/M.1665562164.A.DDE.html
catstudent,10/12,7,Re: [問卦]美玉姨讓長輩森77,/bbs/Gossiping/M.1665563724.A.1B0.html
willieliu,10/12,97,[新聞] 兵役一口氣延長2年？邱國正回這句 大學生,/bbs/Gossiping/M.1665563866.A.05D.html
SRadiant,10/12,1,Re: [問卦] 高端日本認證到底誰說謊,/bbs/Gossiping/M.1665563914.A.C63.html
uesn930,10/12,8,[新聞] 具俊曄受訪遭陸媒「移花接木」！錯誤翻譯,/bbs/Gossiping/M.1665563930.A.0DD.html
xzcb2008,10/12,3,[問卦] ＝.＝ 電動車明明不怎麼環保為什麼？！,/bbs/Gossiping/M.1665562189.A.F9D.html
Ommmmmm5566,10/12,5,[問卦] 為啥手機會越用越慢？,/bbs/Gossiping/M.1665562202.A.FF9.html
WeiU,10/12,1,[問卦] 不過就當個一年兵，在那叫什麼？,/bbs/Gossiping/M.1665562202.A.98A.html
say29217074,10/12,74,[問卦] IMF說台灣通膨遠低於全球？,/bbs/Gossiping/M.1665562231.A.12F.html
Siegfried921,10/12,7,[新聞] 日本未開放打高端者入境 蔣萬安、薛瑞元,/bbs/Gossiping/M.1665562236.A.BE7.html
kone33221,10/12,3,[問卦] 為什麼吃到苦澀的東西會下意識把舌頭伸,/bbs/Gossiping/M.1665562288.A.59D.html
YU0121,10/12,34,[問卦] 華航正名進度到哪了？,/bbs/Gossiping/M.1665559212.A.085.html
u35k6,10/12,1,Re: [新聞] 又正又嗆辣!北市10美女議員參選人「下,/bbs/Gossiping/M.1665559341.A.1DA.html
pshuang,10/12,11,[問卦] 這個logo 你各位看到了什麼？,/bbs/Gossiping/M.1665559404.A.EF1.html
kinki999,10/12,X2,[新聞] 新北「鶯陶安居」社宅開工蘇貞昌喊話新北,/bbs/Gossiping/M.1665559408.A.F1C.html
goretex0422,10/12,4,Re: [問卦]美玉姨讓長輩森77,/bbs/Gossiping/M.1665559454.A.D5A.html
ceramicfa,10/12,1,[問卦] 車版簡單問題討論超熱烈 困難的沒人回,/bbs/Gossiping/M.1665559457.A.588.html
zxc2331189,10/12,98,[新聞] 誇張影像PO網！整排機車全逆駛　永康警：,/bbs/Gossiping/M.1665559479.A.5B1.html
kukukuma,10/12,66,[新聞] 做愛這體位最棒！研究曝：男生可消耗211,/bbs/Gossiping/M.1665559562.A.AD7.html
gk1329,10/12,32,[問卦] 台灣的和牛484沒人管的詐騙,/bbs/Gossiping/M.1665559690.A.A5E.html
winnabe,10/12,7,Re: [問卦] 當一年兵的戰力 是四個月的三倍嗎,/bbs/Gossiping/M.1665559720.A.E32.html
frzqp3814396,10/12,41,[問卦] MIT有哪些好東西啊？,/bbs/Gossiping/M.1665560059.A.7EA.html
xinyi101,10/12,2,[問卦] 用手指頭彈額頭真的會痛嗎?,/bbs/Gossiping/M.1665560332.A.19E.html
ArgusX,10/12,7,Re: [問卦] 華航正名進度到哪了？,/bbs/Gossiping/M.1665560424.A.527.html
ErrethAkbe,10/12,7,[問卦] 化學系跟物理系pk誰會贏,/bbs/Gossiping/M.1665560466.A.F56.html
abcde010710,10/12,4,[問卦] 哭哭！美女同學會怕我QQ,/bbs/Gossiping/M.1665560481.A.D1E.html
enzo50,10/12,3,[問卦] 中國貼牌監控主機標示MIT？,/bbs/Gossiping/M.1665560488.A.DEA.html
paca0713,10/12,1,Re: [問卦] 我就問 你們支持讓你家小孩當一年兵嗎？,/bbs/Gossiping/M.1665560492.A.868.html
soulmola,10/12,2,Re: [問卦] 有一說一 台灣的唯一解 還是只有核武吧?,/bbs/Gossiping/M.1665560545.A.6B0.html
liang691206,10/12,7,Re: [新聞] 快訊／KID火鍋分店「無限期停業」：準備,/bbs/Gossiping/M.1665560775.A.CFE.html
defendor007,10/12,99,[新聞] 稱4個月兵沒戰力 邱國正：1年才能,/bbs/Gossiping/M.1665560890.A.8C4.html
kisweet999,10/12,1,[問卦] 養了貓貓後 手機容量快不夠的八卦?,/bbs/Gossiping/M.1665557982.A.716.html
keyoard,10/12,1,[問卦] 衛福部有建議牙醫拒收確診過病患嗎？,/bbs/Gossiping/M.1665558017.A.13D.html
tea001,10/12,9,[問卦] 有一說一 台灣的唯一解 還是只有核武吧?,/bbs/Gossiping/M.1665558042.A.C08.html
a27938686,10/12,16,[問卦] 台灣89怎麼那麼多,/bbs/Gossiping/M.1665558086.A.458.html
Page7,10/12,39,[問卦] 當年看見比拉夫戰鬥力53萬,/bbs/Gossiping/M.1665558173.A.C4E.html
qwers87277,10/12,爆,[新聞] 快訊／60.46％支持速過菸害防制法　林為,/bbs/Gossiping/M.1665558223.A.6A8.html
werqq,10/12,6,[問卦] GG工程師請進,/bbs/Gossiping/M.1665558395.A.269.html
neo19,10/12,56,[問卦] NHK女主播把團塊聽成男根,/bbs/Gossiping/M.1665558425.A.E50.html
godgan,10/12,7,Re: [問卦] 所以李靚蕾說要公開的不堪證據是什麼？,/bbs/Gossiping/M.1665558441.A.480.html
neos042,10/12,2,Re: [新聞] 陳揮文請求新竹鄉親「不要被高虹安騙」 ,/bbs/Gossiping/M.1665558693.A.859.html
ceramicfa,10/12,4,[問卦] 百貨公司開閉店女員工鞠躬,/bbs/Gossiping/M.1665558722.A.A5A.html
e2ne0,10/12,7,[問卦]美玉姨讓長輩森77,/bbs/Gossiping/M.1665558752.A.37A.html
jason486,10/12,7,[新聞] 又正又嗆辣!北市10美女議員參選人「下,/bbs/Gossiping/M.1665558755.A.018.html
higamanami,10/12,1,Re: [問卦] 高端日本認證到底誰說謊,/bbs/Gossiping/M.1665558864.A.EAB.html
Brad255,10/12,2,[問卦] 傳奇麵線傳奇在哪？,/bbs/Gossiping/M.1665558899.A.424.html
palindromes,10/12,43,[新聞] 我的唯一！孔曉振紐約結婚示愛嫩夫,/bbs/Gossiping/M.1665558921.A.232.html
trashpoking,10/12,2,Re: [問卦]美玉姨讓長輩森77,/bbs/Gossiping/M.1665558971.A.9F9.html
dororo1,10/12,99,[新聞] 快訊／KID火鍋分店「無限期停業」：準備,/bbs/Gossiping/M.1665559069.A.C54.html
dabalax,10/12,2,[問卦] 碰瓷溪荖猴一大堆......,/bbs/Gossiping/M.1665559188.A.97B.html
tools,10/12,5,[問卦] 轉蛋成本漲那麼多嗎?,/bbs/Gossiping/M.1665556842.A.E13.html
AisinGioro,10/12,7,[問卦] 都沒三級了是不是該脫口罩了,/bbs/Gossiping/M.1665556862.A.F66.html
Ho1liday,10/12,34,[新聞] 兵役延長年輕人嚇瘋了！他曝高二生急問「,/bbs/Gossiping/M.1665557069.A.4E4.html
ralfeistein,10/12,8,[新聞] 吸毒男持雙刀揮舞隨機攻擊　2嬤路過遭砍,/bbs/Gossiping/M.1665557083.A.3D0.html
jamesmagic,10/12,2,[問卦] 天使新世界聖戰軍 Day129,/bbs/Gossiping/M.1665557089.A.F48.html
iphone55566,10/12,7,[問卦] 有沒有肉類的順紋、逆紋怎麼切的八卦?,/bbs/Gossiping/M.1665557091.A.6EF.html
cokeman0223,10/12,9,[新聞] 路透：擔心習近平下個任期開戰 台灣強化,/bbs/Gossiping/M.1665557329.A.D18.html
poeta,10/12,26,[問卦] 當一年兵的戰力 是四個月的三倍嗎,/bbs/Gossiping/M.1665557429.A.B22.html
Wolfgang9527,10/12,2,Re: [問卦] 參加社運跟去夜店 哪個好打到炮,/bbs/Gossiping/M.1665557475.A.769.html
ko7625,10/12,7,Re: [問卦] 為什麼A片開都都要先吃飯或專訪,/bbs/Gossiping/M.1665557484.A.C89.html
soronirs,10/12,2,[新聞] 拚選舉也拚環保！新北市議員江怡臻以電動,/bbs/Gossiping/M.1665557501.A.C82.html
morris1661,10/12,12,[問卦] 有沒有七龍珠後面頭髮決定一切的八卦,/bbs/Gossiping/M.1665557514.A.842.html
yoyodiy,10/12,4,[問卦] 中耕機  中國製的會比台灣爛很多嗎？,/bbs/Gossiping/M.1665557759.A.563.html
zzyyxx77,10/12,4,[問卦] 名古屋旅遊走哪一條路線好??,/bbs/Gossiping/M.1665557762.A.B0D.html
smalltwo,10/12,11,Re: [新聞] 陳揮文請求新竹鄉親「不要被高虹安騙,/bbs/Gossiping/M.1665557767.A.566.html
yamatobar,10/12,3,"[問卦] 歐洲車/特斯拉/福特修得痛快,還一堆人去買?",/bbs/Gossiping/M.1665557945.A.97B.html
ArrancarnNo4,10/12,3,Re: [問卦] 從黑道退出真的需要付出代價嗎？,/bbs/Gossiping/M.1665557968.A.6E1.html
Zoro777,10/12,1,Re: [新聞] 提一國兩區挨綠批區長 馬英九：民進黨,/bbs/Gossiping/M.1665555490.A.D1C.html
miumiu27,10/12,5,[問卦] 請問台北市8點前使用大聲公有無違法,/bbs/Gossiping/M.1665555514.A.263.html
wei115,10/12,3,[問卦] 我覺得自己很划算,/bbs/Gossiping/M.1665555588.A.43A.html
cmelo1515,10/12,10,[問卦] 今天被對岸主管飆罵該怎回？,/bbs/Gossiping/M.1665555594.A.125.html
sivhd,10/12,8,Re: [問卦] 你知道凡士林的主要用途嗎？,/bbs/Gossiping/M.1665555737.A.381.html
Sinreigensou,10/12,12,[問卦] 為什麼line這麼爛還沒被取代,/bbs/Gossiping/M.1665555770.A.5AD.html
yoyodiy,10/12,11,[問卦] -4飲料種類遠少於你家?  有卦?,/bbs/Gossiping/M.1665555854.A.C39.html
liang691206,10/12,3,[問卦] 戰爭前，八卦版會被抓光嗎？,/bbs/Gossiping/M.1665555855.A.A35.html
alwang,10/12,59,[新聞] 建商圍地道路減半！消防車、垃圾車進不來,/bbs/Gossiping/M.1665555999.A.C2F.html
KotoriCute,10/12,7,[新聞] 世界大學排名出爐！美領先態勢不如過往 ,/bbs/Gossiping/M.1665556117.A.D87.html
Kay731,10/12,18,[問卦] 看柯南、金田一有辦法推理出誰是犯人嗎?,/bbs/Gossiping/M.1665556125.A.575.html
dk2006,10/12,19,[新聞] 俄國外長：願考慮印尼G20峰會「普拜會」  ,/bbs/Gossiping/M.1665556161.A.9B4.html
cezov0514,10/12,爆,[問卦] 認真問，397的台積電可以撿了吧？,/bbs/Gossiping/M.1665556171.A.31F.html
KennethC,10/12,10,[問卦] 從黑道退出真的需要付出代價嗎？,/bbs/Gossiping/M.1665556263.A.235.html
aki1987,10/12,12,Re: [新聞] 陳揮文請求新竹鄉親「不要被高虹安騙,/bbs/Gossiping/M.1665556391.A.812.html
ruthertw,10/12,11,[新聞] 台股跌破萬三！大盤慘摔逾百點 台積電也,/bbs/Gossiping/M.1665556556.A.51E.html
Dreampen,10/12,11,[問卦] 五筒台灣最新年份是？,/bbs/Gossiping/M.1665556606.A.DEB.html
CarBed,10/12,3,[問卦] 有沒有不設性專區卻拼命抓性交易的八卦,/bbs/Gossiping/M.1665556773.A.1C7.html
f26724309,10/12,5,Re: [新聞] 鄭運鵬違自主管理規定桃市府不罰 國民黨,/bbs/Gossiping/M.1665556774.A.AC4.html
yuzukineko,10/12,38,[問卦] 為什麼A片開都都要先吃飯或專訪,/bbs/Gossiping/M.1665556797.A.534.html
Madthief,10/12,5,Re: [新聞] 棄保發酵？新竹市長民調領先　高虹安：,/bbs/Gossiping/M.1665554169.A.9CE.html
spirit119,10/12,2,[問卦] 入伍一個月後遇到補役期的 要叫學長還是學弟？,/bbs/Gossiping/M.1665554178.A.BC5.html
roliaba,10/12,3,[問卦] iphone不會對face id感到厭煩嗎？,/bbs/Gossiping/M.1665554255.A.1FA.html
chopper594,10/12,6,[新聞] 提新創「創投天使基金」　黃珊珊點名藍,/bbs/Gossiping/M.1665554532.A.5BB.html
XOEX,10/12,18,[問卦] 麥當勞回不去了嗎？,/bbs/Gossiping/M.1665554678.A.7CA.html
liang691206,10/12,9,[問卦] 常說選擇比努力重要484很矛盾,/bbs/Gossiping/M.1665554689.A.373.html
fur,10/12,36,[問卦] 你知道凡士林的主要用途嗎？,/bbs/Gossiping/M.1665554803.A.548.html
tortoise56,10/12,25,[問卦] 月薪3-4萬塊的做工的人如何發財？,/bbs/Gossiping/M.1665554855.A.CE0.html
TimeEric,10/12,1,Re: [問卦] 有多少人知道新大阪的新是新幹線的意,/bbs/Gossiping/M.1665554910.A.8B2.html
Townshend,10/12,44,[問卦] 貼牌牙醫的牙科功力如何?,/bbs/Gossiping/M.1665554952.A.D74.html
s973311,10/12,75,[新聞] 鄭運鵬上會期立院零提案+四度缺席　張善,/bbs/Gossiping/M.1665554972.A.706.html
ffreakk,10/12,3,[問卦] Olivia說要我幫忙欸,/bbs/Gossiping/M.1665555168.A.76F.html
gasara,10/12,3,[問卦] 當小編最近要注意些什麼?,/bbs/Gossiping/M.1665555274.A.CCE.html
WeiU,10/12,2,Re: [問卦] 月薪3-4萬塊的做工的人如何發財？,/bbs/Gossiping/M.1665555277.A.A0B.html
tenshouw,10/12,7,Re: [新聞] 陳揮文請求新竹鄉親「不要被高虹安騙」,/bbs/Gossiping/M.1665555299.A.B72.html
nk11208z,10/12,31,[問卦] AI學習很慢又很笨怎麼讓他變快跟聰明阿,/bbs/Gossiping/M.1665555394.A.907.html
say29217074,10/12,6,Re: [問卦] 所以美日聯軍只是我們的幻想？？,/bbs/Gossiping/M.1665555490.A.C65.html
yule1224,10/12,8,[問卦]  王力宏的其他人是誰？,/bbs/Gossiping/M.1665552895.A.DB4.html
llgod,10/12,4,[問卦] 這樣中午熱量會太多嗎？,/bbs/Gossiping/M.1665552918.A.0F2.html
warfarin,10/12,1,Re: [問卦] 為何推特最近一直看到側翼文？,/bbs/Gossiping/M.1665552981.A.374.html
WeiU,10/12,1,Re: [問卦] ㄟㄟ112資工多屌？會解bug媽？,/bbs/Gossiping/M.1665552999.A.B1C.html
bluebluelan,10/12,6,[問卦] 有多少人知道新大阪的新是新幹線的意思,/bbs/Gossiping/M.1665553073.A.098.html
gasara,10/12,7,[問卦] 萊豬吃多了讀稿能力會下降否?,/bbs/Gossiping/M.1665553161.A.518.html
DDDDRR,10/12,3,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665553241.A.2F2.html
seabox,10/12,33,[問卦] 參加社運跟去夜店 哪個好打到炮,/bbs/Gossiping/M.1665553274.A.B4D.html
koy89202,10/12,6,[問卦] 有沒有嘉義要辦全國家將文化祭的八卦？,/bbs/Gossiping/M.1665553517.A.048.html
KILLE,10/12,21,[問卦] 叫成大為台南高工 成大生會生氣嗎?,/bbs/Gossiping/M.1665553525.A.626.html
gasara,10/12,21,[新聞] 新竹縣議員鄭昱芸詐領助理費21萬餘　判刑,/bbs/Gossiping/M.1665553615.A.D45.html
hw102050,10/12,21,[新聞] 「好大一碗三寶飯」！自小客車國道鬼切釀,/bbs/Gossiping/M.1665553706.A.AAC.html
chin2049,10/12,6,[問卦] 有裝假牙的女生嘴巴存在異味的機率大不大,/bbs/Gossiping/M.1665553762.A.7C9.html
chopinmozart,10/12,1,Re: [問卦] ㄟㄟ112資工多屌？會解bug媽？,/bbs/Gossiping/M.1665553967.A.C15.html
dennistao,10/12,7,[問卦] 我GG398T啦，明天我會變學長嗎?,/bbs/Gossiping/M.1665554094.A.2D1.html
js52666,10/12,3,[問卦] 小黃大概能忍幾天才開始坑外國人？,/bbs/Gossiping/M.1665554098.A.938.html
ffreakk,10/12,4,[新聞] 明起0+7衝了！海外旅遊「這幾國」入境限,/bbs/Gossiping/M.1665554116.A.E58.html
chevy123orz,10/12,8,[問卦] 四個月的都請進啦,/bbs/Gossiping/M.1665551738.A.163.html
scent15,10/12,5,Re: [新聞] 口罩令何時放寬 薛瑞元：不宜現在解除,/bbs/Gossiping/M.1665551752.A.6AE.html
tigotigo,10/12,23,Re: [問卦] 我就問 你們支持讓你家小孩當一年兵嗎？,/bbs/Gossiping/M.1665551803.A.48B.html
KENDO777,10/12,5,[問卦] 為什麼橘色惡魔可以這麼有名,/bbs/Gossiping/M.1665551899.A.B82.html
wmud,10/12,2,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665551987.A.32A.html
ozjucka,10/12,爆,[新聞] 北市若棄保成最大贏家！黃珊珊樂：集中,/bbs/Gossiping/M.1665552031.A.E30.html
xyz4594,10/12,1,Re: [問卦] 為啥日本橘高校做得到北一女做不到,/bbs/Gossiping/M.1665552104.A.249.html
bbob,10/12,9,[問卦] 花蓮的曾記麻糬在台灣麻糬的排名在哪裡？,/bbs/Gossiping/M.1665552336.A.B71.html
LoveMakeLove,10/12,8,[問卦] 所以美日聯軍只是我們的幻想？？,/bbs/Gossiping/M.1665552437.A.9C0.html
lug0391,10/12,14,Re: [新聞] 諾貝爾經濟學獎 前聯準會主席柏南奇及2,/bbs/Gossiping/M.1665552439.A.7BA.html
MEKURUMEKU,10/12,5,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665552445.A.6FA.html
louiskuo,10/12,8,[問卦] 為啥台灣的cosplay只剩色情?,/bbs/Gossiping/M.1665552463.A.B26.html
zouelephant,10/12,7,[問卦] 有人會「已回不讀」嗎,/bbs/Gossiping/M.1665552480.A.F5E.html
IMCENTER,10/12,52,[問卦] 八卦體脂都幾%,/bbs/Gossiping/M.1665552542.A.774.html
milkBK,10/12,36,[問卦] 台灣現在是要爆兵膩？,/bbs/Gossiping/M.1665552662.A.108.html
moshenisshit,10/12,8,[問卦] 「水壩咖哩」會比較好吃嗎？,/bbs/Gossiping/M.1665552689.A.986.html
ckk007,10/12,1,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665550819.A.2CA.html
losel,10/12,2,Re: [新聞] 國防部長邱國正：國軍目前絕對不會再買特,/bbs/Gossiping/M.1665550838.A.53E.html
TimeEric,10/12,10,Re: [新聞] 安平古堡改名「熱蘭遮堡」　台南人怒,/bbs/Gossiping/M.1665550889.A.7C1.html
a22222a4210,10/12,6,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665550956.A.241.html
purue,10/12,8,[問卦] 大溪老街人怎麼那麼少,/bbs/Gossiping/M.1665550958.A.B88.html
nasa709,10/12,1,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665551149.A.444.html
Alaba,10/12,6,[問卦] 中央廚房的主廚不見會影響生意嗎？,/bbs/Gossiping/M.1665551151.A.2F9.html
as23305747,10/12,1,[問卦] 員工受傷復職要主動通知嗎？,/bbs/Gossiping/M.1665551221.A.A6E.html
lucifer648,10/12,23,Re: [新聞] 網愛講「芭比Q了」恐文化滲透！立委批陸,/bbs/Gossiping/M.1665551247.A.C07.html
kamelot,10/12,2,[問卦] 海水退潮才知道誰沒穿褲子,/bbs/Gossiping/M.1665551290.A.08B.html
keyman616,10/12,10,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665551311.A.B16.html
phillp0804,10/12,7,[問卦] 便利商店的滑鼠有推薦的嗎？,/bbs/Gossiping/M.1665551344.A.FC3.html
bellas,10/12,2,Re: [問卦] 為啥中國一定要研發晶片啊？,/bbs/Gossiping/M.1665551390.A.CD1.html
todao,10/12,5,Re: [問卦] 為啥日本橘高校做得到北一女做不到,/bbs/Gossiping/M.1665551397.A.9C8.html
w1230319,10/12,5,Re: [問卦] 海底撈撈麵不理他會怎樣?,/bbs/Gossiping/M.1665551420.A.F0C.html
Pixma258,10/12,7,[問卦] 各位退伍的學長/弟們支持四個月回去當滿,/bbs/Gossiping/M.1665551537.A.BBF.html
brokenback3,10/12,8,[新聞]看完橘色惡魔！阿伯狠酸曉明「人家吹得這,/bbs/Gossiping/M.1665551548.A.93F.html
poeta,10/12,3,[新聞] 7旬老翁電動輔助車路邊故障 警推車徒步1,/bbs/Gossiping/M.1665551646.A.811.html
iamshana,10/12,21,[新聞] 13歲少女洗完澡「濕身立刻開電視」 被,/bbs/Gossiping/M.1665549953.A.BC5.html
kolodona,10/12,5,Re: [問卦] 橘色JK來台灣考得上哪所大學？,/bbs/Gossiping/M.1665550039.A.59C.html
vigorhsieh,10/12,5,[問卦] 如何確認對方願意跟自己打砲？,/bbs/Gossiping/M.1665550198.A.329.html
Pixma258,10/12,2,Re: [新聞] 快訊／兵役延長「4個月要補當兵？」　邱,/bbs/Gossiping/M.1665550203.A.AE2.html
zaichu,10/12,9,[新聞] 林佳龍批市府不中立 新北：「成天潑髒水,/bbs/Gossiping/M.1665550216.A.EE4.html
callhek,10/12,爆,[問卦] 我就問 你們支持讓你家小孩當一年兵嗎？,/bbs/Gossiping/M.1665550271.A.D11.html
qppq,10/12,4,[問卦] 說中國疫苗爛 但卻被世界各國承認?,/bbs/Gossiping/M.1665550360.A.649.html
phantasystar,10/12,12,[問卦] 警察進駐便利商店能改善治安嗎,/bbs/Gossiping/M.1665550362.A.111.html
james7923,10/12,爆,[新聞] 違停無極限！婦為買水餃機車停雙黃線上,/bbs/Gossiping/M.1665550442.A.DA2.html
Nancy870506,10/12,2,[問卦] 刑法484該拉高到20歲？,/bbs/Gossiping/M.1665550485.A.949.html
lucylu8267,10/12,9,[新聞] 國防部長邱國正：國軍目前絕對不會再買特,/bbs/Gossiping/M.1665550533.A.D06.html
pauljet,10/12,5,[問卦] 網軍頭子殉職了?,/bbs/Gossiping/M.1665550572.A.FB1.html
bigmi,10/12,1,Re: [問卦] 為啥日本橘高校做得到北一女做不到,/bbs/Gossiping/M.1665550639.A.261.html
TaraSoYeon,10/12,15,[問卦] 為什麼沒有台語的品牌？,/bbs/Gossiping/M.1665550759.A.00D.html
Ding1990,10/12,5,[問卦] 國慶沒發文 祝生日快樂=舔共?,/bbs/Gossiping/M.1665550816.A.AF1.html
kuso2005,10/12,15,[問卦] 日本Uniqlo袋子要收錢嗎？,/bbs/Gossiping/M.1665549544.A.48A.html
yongqil,10/12,4,[新聞] 幕後／林佳龍真的不跑行程隨便選？ 實是,/bbs/Gossiping/M.1665549584.A.50B.html
TaraSoYeon,10/12,9,[問卦] 日本為什麼在亞洲人緣那麼差？,/bbs/Gossiping/M.1665549612.A.AF4.html
